id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code
6766,04IL,small_airport,"Schertz Aerial Service - Hudson Airport",41,-89,755,NA,US,US-IL,Hudson,no,04IL,,04IL
6767,04IS,small_airport,"Van Gorder Airport",40,-89,728,NA,US,US-IL,Mansfield,no,04IS,,04IS
6768,04KS,closed,"Robinson Industries Heliport",39,-95,835,NA,US,US-KS,Lawrence,no,,,
6769,04KY,small_airport,"Natchez Trace Farm Airport",37,-86,710,NA,US,US-KY,Hiseville,no,04KY,,04KY
6770,04LA,heliport,"Saint James Parish Hospital Heliport",30,-91,10,NA,US,US-LA,Lutcher,no,04LA,,04LA
6771,04LL,small_airport,"Brunner Airport",42,-88,750,NA,US,US-IL,"West Dundee",no,04LL,,04LL
6772,04LS,heliport,"La National Guard Heliport",30,-91,52,NA,US,US-LA,"Baton Rouge",no,04LS,,04LS
6773,04MA,small_airport,"Goddard Field",43,-71,200,NA,US,US-MA,Haverhill,no,04MA,,04MA
6774,04MD,heliport,"Chesapeake City Heliport",40,-76,40,NA,US,US-MD,"Chesapeake City",no,04MD,,04MD
6775,04ME,small_airport,"Beech Hill Airport",45,-70,625,NA,US,US-ME,Mercer,no,04ME,,04ME
6776,04MI,small_airport,"Rapids Airway Airport",43,-85,880,NA,US,US-MI,"Eaton Rapids",no,04MI,,04MI
6777,04MN,small_airport,"Helblad Airport",48,-95,1195,NA,US,US-MN,Kelliher,no,04MN,,04MN
6778,04MO,closed,"Airpark Private Airport",39,-91,767,NA,US,US-MO,Vandalia,no,,,
6779,04MS,small_airport,"Nick's Flying Service Inc Airport",33,-91,100,NA,US,US-MS,"Rolling Fork",no,04MS,,04MS
6780,04MT,small_airport,"Pluhar Airport",47,-106,2715,NA,US,US-MT,Cohagen,no,04MT,,04MT
6781,04NC,heliport,"Western Wake Medical Center Heliport",36,-79,445,NA,US,US-NC,Cary,no,04NC,,04NC
6782,04NE,small_airport,"Mc Connell Field Airport",41,-101,3035,NA,US,US-NE,Sarben,no,04NE,,04NE
6783,04NJ,small_airport,"Emmanuel Airport",40,-75,155,NA,US,US-NJ,Elmer,no,04NJ,,04NJ
6784,04NV,small_airport,"Kingston Ranch Airport",36,-116,2620,NA,US,US-NV,"Sandy Valley",no,04NV,,04NV
6785,04NY,small_airport,"Klaverack Airport",42,-74,250,NA,US,US-NY,Hudson,no,04NY,,04NY
6786,04OH,closed,"Bossow Airport",41,-81,1080,NA,US,US-OH,Garrettsville,no,,,
6787,04OK,heliport,"Stillwater Medical Center Heliport",36,-97,984,NA,US,US-OK,Stillwater,no,04OK,,04OK
6788,04OR,small_airport,"Collins Landing Strip",45,-120,1500,NA,US,US-OR,Mitchell,no,04OR,,04OR
6789,04PA,heliport,"S & C Distribution Center Heliport",40,-75,50,NA,US,US-PA,Philadelphia,no,04PA,,04PA
6790,04PN,heliport,"Strawbridge & Clothier Exton Heliport",40,-76,320,NA,US,US-PA,Exton,no,04PN,,04PN
6791,04SC,heliport,"Emergency Helipad",35,-83,994,NA,US,US-SC,Easley,no,04SC,,04SC
6792,04TA,closed,"Capitol National Bank Building Heliport",30,-98,540,NA,US,US-TX,Austin,no,,,
6793,04TE,heliport,"Veterans Affairs Medical Center Heliport",30,-95,49,NA,US,US-TX,Houston,no,04TE,,04TE
6794,04TN,small_airport,"Hensley Airpark",36,-83,1430,NA,US,US-TN,Chuckey,no,04TN,,04TN
6795,04TS,heliport,"Hummingbird Heliport",31,-98,690,NA,US,US-TX,"Round Rock",no,04TS,,04TS
6796,04TX,small_airport,"Pocock Airport",32,-97,565,NA,US,US-TX,"China Spring",no,04TX,,04TX
6797,04UT,small_airport,"Navajo Mountain Airport",37,-111,6160,NA,US,US-UT,"Navajo Mountain",no,04UT,,04UT
6798,04V,small_airport,"Saguache Municipal Airport",38,-106,7826,NA,US,US-CO,Saguache,no,04V,,04V
6799,04VA,heliport,"Russell County Medical Center Heliport",37,-82,2004,NA,US,US-VA,Lebanon,yes,04VA,,04VA
6800,04VG,small_airport,"Manquin Flight Park Ultralightport",38,-77,50,NA,US,US-VA,Manquin,no,04VG,,04VG
6801,04VT,small_airport,"Lightning Bolt Field Airport",44,-72,2156,NA,US,US-VT,Cabot,no,04VT,,04VT
6802,04W,small_airport,"Field of Dreams Airport",46,-93,1021,NA,US,US-MN,Hinckley,no,K04W,,04W
6803,04WA,small_airport,"Ox Meadows Airport",48,-117,2345,NA,US,US-WA,Spokane,no,04WA,,04WA
6804,04WI,small_airport,"Dutch Gap Airstrip",43,-88,760,NA,US,US-WI,Bristol,no,04WI,,04WI
6805,04WV,heliport,"West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport",40,-80,1137,NA,US,US-WV,Morgantown,no,04WV,,04WV
6806,04XS,closed,"Schmidts Heliport",33,-97,625,NA,US,US-TX,Mansfield,no,,,
6807,05AK,small_airport,"Wasilla Creek Airpark",62,-149,620,NA,US,US-AK,Palmer,yes,05AK,,05AK
6808,05AL,heliport,"Allen Stagefield Army Heliport",31,-86,365,NA,US,US-AL,"Fort Rucker/Wicksburg",no,05AL,,05AL
6809,05AZ,heliport,"Yuma Regional Medical Center Heliport",33,-115,200,NA,US,US-AZ,Yuma,no,05AZ,,05AZ
6810,05B,seaplane_base,"Van Buren Seaplane Base",47,-68,440,NA,US,US-ME,"Van Buren",no,,,05B
6811,05CA,heliport,"Lost Hills Sheriff's Station Heliport",34,-119,888,NA,US,US-CA,Calabasas,no,05CA,,05CA
6812,05CL,small_airport,"Pope Valley Airport",39,-122,618,NA,US,US-CA,"Pope Valley",no,05CL,,05CL
6813,05CO,small_airport,"Rancho de Aereo Airport",40,-105,4978,NA,US,US-CO,Mead,no,05CO,,05CO
6814,05CT,heliport,"O And G Heliport",42,-73,600,NA,US,US-CT,Torrington,no,05CT,,05CT
6815,05FA,small_airport,"Melanie's Airport",31,-86,295,NA,US,US-FL,Florala,no,05FA,,05FA
6816,05FD,heliport,"Aventura Heliport",26,-80,6,NA,US,US-FL,"North Miami Beach",no,05FD,,05FD
6817,05FL,small_airport,"Charlton Strip",27,-81,36,NA,US,US-FL,"La Belle",no,05FL,,05FL
6818,05GA,small_airport,"Raju Airport",32,-85,625,NA,US,US-GA,Richland,no,05GA,,05GA
6819,05IA,small_airport,"Spotts Field",43,-93,1155,NA,US,US-IA,"Nora Springs",no,05IA,,05IA
6820,05ID,small_airport,"Running Creek Ranch Airport",46,-115,2969,NA,US,US-ID,"Elk City",no,05ID,,05ID
6821,05II,closed,"Reichhart Airport",41,-85,795,NA,US,US-IN,"New Haven",no,,,
6822,05IL,small_airport,"Classic Landings Airport",41,-88,635,NA,US,US-IL,Bonfield,no,05IL,,05IL
6823,05IN,small_airport,"Cooper Airport",40,-87,860,NA,US,US-IN,Belleville,no,05IN,,05IN
6824,05IS,small_airport,"Hardy Airport",40,-89,605,NA,US,US-IL,"Mount Auburn",no,05IS,,05IS
6825,05KS,small_airport,"Darbro Field",37,-96,945,NA,US,US-KS,"Elk City",no,05KS,,05KS
6826,05KY,small_airport,"Cartersville Airport",38,-84,1070,NA,US,US-KY,"Paint Lick",no,05KY,,05KY
6827,05LA,small_airport,"Greg's Flying Service Airport",32,-92,76,NA,US,US-LA,Winnsboro,no,05LA,,05LA
6828,05LL,heliport,"Midwest Heliport",42,-88,710,NA,US,US-IL,Willowbrook,no,05LL,,05LL
6829,05LS,small_airport,"Grass Roots Airport",31,-92,83,NA,US,US-LA,Alexandria,no,05LS,,05LS
6830,05M,heliport,"Pauls Valley General Hospital Heliport",35,-97,911,NA,US,US-OK,"Pauls Valley",no,,,
6831,05MA,heliport,"Bentley Heliport",43,-71,80,NA,US,US-MA,Ipswich,no,05MA,,05MA
6832,05MD,small_airport,"Breezecroft Airport",39,-76,20,NA,US,US-MD,Chestertown,no,05MD,,05MD
6833,05ME,small_airport,"Drisko Airport",45,-68,70,NA,US,US-ME,Jonesboro,no,05ME,,05ME
6834,05MO,closed,"Portageville Community Heliport",36,-90,272,NA,US,US-MO,Portageville,no,,,
6835,05MS,heliport,"VA Medical Center Jackson Heliport",32,-90,359,NA,US,US-MS,Jackson,no,05MS,,05MS
6836,05NC,closed,"Brunswick Community Hospital Heliport",34,-78,63,NA,US,US-NC,Supply,no,,,
6837,05NE,small_airport,"Mc Kay Airport",42,-98,2010,NA,US,US-NE,Spalding,no,05NE,,05NE
6838,05NH,heliport,"Stumpfield Heliport",43,-71,200,NA,US,US-NH,Kensington,no,05NH,,05NH
6839,05NJ,heliport,"Paulus Hook Pier Heliport",41,-74,7,NA,US,US-NJ,"Jersey City",no,05NJ,,05NJ
6840,05NY,heliport,"Oswego County At Pulaski Heliport",44,-76,445,NA,US,US-NY,Pulaski,no,05NY,,05NY
6841,05OI,small_airport,"Dorlon Airpark",41,-82,830,NA,US,US-OH,"Columbia Station",no,05OI,,05OI
6842,05OK,closed,"Hawk Haven Airport",36,-98,1075,NA,US,US-OK,Crescent,no,,,
6843,05OR,small_airport,"Peacock Ranch Airport",45,-117,3500,NA,US,US-OR,Enterprise,no,05OR,,05OR
6844,05PA,heliport,"PECO Mob. Heliport",40,-75,110,NA,US,US-PA,Philadelphia,no,05PA,,05PA
6845,05PN,heliport,"State Police Area Iii Heliport",40,-77,485,NA,US,US-PA,Harrisburg,no,05PN,,05PN
6846,05PS,small_airport,"Mills Brothers Airport",40,-78,1210,NA,US,US-PA,Neelyton,no,05PS,,05PS
6847,05S,small_airport,"Vernonia Airfield",46,-123,647,NA,US,US-OR,Vernonia,no,05S,,05S
6848,05TA,small_airport,"Brandes Air Field",30,-96,276,NA,US,US-TX,Sealy,no,05TA,,05TA
6849,05TE,small_airport,"Hilde-Griff Field",31,-98,950,NA,US,US-TX,Georgetown,no,05TE,,05TE
6850,05TN,closed,"Thurmond Glenn Field",36,-90,285,NA,US,US-TN,Covington,no,,,
6851,05TS,small_airport,"Dew Drop Airport",33,-97,750,NA,US,US-TX,Justin,no,05TS,,05TS
6852,05TX,small_airport,"Circle A Ranch Airport",32,-97,608,NA,US,US-TX,Blum,no,05TX,,05TX
6853,05UT,closed,"Oljato Airport",37,-110,4838,NA,US,US-UT,"Oljato-Monument Valley",no,,,
6854,05V,small_airport,"Blanca Airport",37,-106,7720,NA,US,US-CO,Blanca,no,05V,,05V
6855,05VA,small_airport,"Providence Airport",37,-78,445,NA,US,US-VA,Farmville,no,05VA,,05VA
6856,05VT,heliport,"Port of Highgate Springs Heliport",45,-73,68,NA,US,US-VT,"Highgate Springs",no,05VT,,05VT
6857,05WA,heliport,"Sacred Heart Medical Center Helistop",48,-117,2220,NA,US,US-WA,Spokane,no,05WA,,05WA
6858,05WI,small_airport,"Ames Private Airport",43,-89,958,NA,US,US-WI,Darien,no,05WI,,05WI
6859,05XS,small_airport,"Johnson Memorial Airport",33,-92,105,NA,US,US-AR,Wilmot,no,05XS,,05XS
6860,05Y,small_airport,"Henning Municipal Airport",46,-95,1455,NA,US,US-MN,Henning,no,05Y,,05Y
6861,06AL,heliport,"Brown Stagefield Army Heliport",31,-86,415,NA,US,US-AL,"Fort Rucker/New Brockton",no,06AL,,06AL
6862,06AR,small_airport,"Bondair Airport",36,-92,499,NA,US,US-AR,Higden,no,06AR,,06AR
6863,06AZ,heliport,"Mercy Gilbert Medical Center Heliport",33,-112,1280,NA,US,US-AZ,Gilbert,no,06AZ,,06AZ
6864,06B,seaplane_base,"Lucky Landing Marina and Seaplane Base",45,-69,115,NA,US,US-ME,Glenburn,no,,,06B
6865,06CA,heliport,"SCE Solar I Heliport",35,-117,1942,NA,US,US-CA,Daggett,no,06CA,,06CA
6866,06CL,heliport,"Abc7-Tv Heliport",35,-118,520,NA,US,US-CA,Glendale,no,06CL,,06CL
6867,06CO,small_airport,"Jecan Airport",37,-104,5100,NA,US,US-CO,Branson,no,06CO,,06CO
6868,06FA,small_airport,"William P Gwinn Airport",27,-80,28,NA,US,US-FL,Jupiter,no,06FA,,06FA
6869,06FD,small_airport,"Grass Roots Airpark",29,-82,105,NA,US,US-FL,Mascotte,no,06FD,,06FD
6870,06FL,heliport,"Morton Plant Hospital Heliport",28,-83,3,NA,US,US-FL,Clearwater,no,06FL,,06FL
6871,06GA,heliport,"Smith Heliport",34,-84,1065,NA,US,US-GA,Redan,no,06GA,,06GA
6872,06I,seaplane_base,"Patoka Reservoir Landing Area Seaplane Base",38,-87,536,NA,US,US-IN,"French Lick",no,06I,,06I
6873,06IA,small_airport,"Rich Field",42,-92,880,NA,US,US-IA,Walford,no,06IA,,06IA
6874,06ID,small_airport,"Larkin Airport",43,-116,2750,NA,US,US-ID,Kuna,no,06ID,,06ID
6875,06IL,small_airport,"Humm Airport",42,-89,708,NA,US,US-IL,Earlville,no,06IL,,06IL
6877,06IS,small_airport,"Sinele Strip",41,-91,695,NA,US,US-IL,Nauvoo,no,06IS,,06IS
6878,06KS,heliport,"Riverside Hospital Airlift Heliport",38,-97,1332,NA,US,US-KS,Wichita,no,06KS,,06KS
6879,06KY,closed,"Falcon Heliport",38,-83,751,NA,US,US-KY,Jackson,no,,,
6881,06LL,closed,"Hammersmith Heliport",42,-88,812,NA,US,US-IL,Elburn,no,,,
6882,06LS,heliport,"Tembec Heliport",31,-91,85,NA,US,US-LA,"St Francisville",no,06LS,,06LS
6883,06MA,heliport,"The Barn Heliport",43,-72,210,NA,US,US-MA,Pepperell,no,06MA,,06MA
6884,06MD,heliport,"Johns Hopkins Bayview Hospital Heliport",39,-77,132,NA,US,US-MD,Baltimore,no,06MD,,06MD
6885,06MI,heliport,"Henry Ford Jackson Hospital Heliport",42,-84,978,NA,US,US-MI,Jackson,no,06MI,,06MI
6887,06MO,small_airport,"Noahs Ark Airport",39,-95,755,NA,US,US-MO,Waldron,no,06MO,,06MO
6888,06MT,small_airport,"Torgerson Airport",49,-112,3541,NA,US,US-MT,Ethridge,no,06MT,,06MT
6889,06N,small_airport,"Randall Airport",41,-74,523,NA,US,US-NY,Middletown,no,K06N,,06N
6890,06NC,small_airport,"Tailwinds Airport",35,-79,163,NA,US,US-NC,"St. Pauls",no,06NC,,06NC
6891,06ND,small_airport,"Fitterer's Strip",47,-102,2180,NA,US,US-ND,"Glen Ullin",no,06ND,,06ND
6892,06NE,heliport,"St Marys Hospital Heliport",41,-96,1015,NA,US,US-NE,"Nebraska City",no,06NE,,06NE
6893,06NH,small_airport,"Cole Farm Airport",43,-71,160,NA,US,US-NH,Kensington,no,06NH,,06NH
6894,06NJ,closed,"Chemical Bank - New Jersey Na Heliport",40,-75,25,NA,US,US-NJ,Moorestown,no,,,
6895,06NY,small_airport,"Murphy Field",43,-76,1100,NA,US,US-NY,Auburn,no,06NY,,06NY
6896,06O1,heliport,"Saint Elizabeth Medical Center Heliport",41,-81,1020,NA,US,US-OH,Youngstown,no,06O1,,06O1
6897,06OH,small_airport,"Hal Joy Airfield",42,-81,1160,NA,US,US-OH,Williamsfield,no,06OH,,06OH
6898,06OI,small_airport,"Green Acres Airport",40,-84,915,NA,US,US-OH,"New Lebanon",no,06OI,,06OI
6899,06OK,heliport,"Albert Lodge Heliport",37,-95,900,NA,US,US-OK,Grove,no,06OK,,06OK
6900,06OR,small_airport,"Hayden Mountain Airport",45,-123,850,NA,US,US-OR,"Forest Grove",no,06OR,,06OR
6901,06PA,small_airport,"Freefall Oz Airport",42,-78,1440,NA,US,US-PA,Ceres,no,06PA,,06PA
6902,06PS,heliport,"Cherokee Island Castle Heliport",40,-80,760,NA,US,US-PA,"West Homestead",no,06PS,,06PS
6903,06R,closed,"Grawunder Field",30,-96,289,NA,US,US-TX,Bellville,no,,,
6904,06SN,closed,"Beyer Farm Airport",38,-97,1340,NA,US,US-KS,Derby,no,,,
6905,06TA,small_airport,"Glaser Field",31,-97,480,NA,US,US-TX,Buckholts,no,06TA,,06TA
6906,06TE,small_airport,"Ainsworth Airport",30,-95,129,NA,US,US-TX,Cleveland,no,06TE,,06TE
6907,06TN,small_airport,"Hunter STOLport",36,-87,640,NA,US,US-TN,Columbia,no,06TN,,06TN
6908,06TS,closed,"Roscoe Mc Connico Airport",32,-96,350,NA,US,US-TX,Kerens,no,,,
6909,06TX,small_airport,"Diamond N Ranch Airport",30,-96,215,NA,US,US-TX,Hockley,no,06TX,,06TX
6910,06VA,small_airport,"Mount Horeb Field",38,-79,1160,NA,US,US-VA,Grottoes,no,06VA,,06VA
6911,06WA,heliport,"N A Degerstrom Yard Heliport",48,-117,2013,NA,US,US-WA,Spokane,no,06WA,,06WA
6912,06WI,closed,"Young Private Airport",46,-92,1075,NA,US,US-WI,Frederic,no,,,
6913,06XS,small_airport,"Campbell Field",33,-97,546,NA,US,US-TX,Aubrey,no,06XS,,06XS
6914,06Y,small_airport,"Herman Municipal Airport",46,-96,1068,NA,US,US-MN,Herman,no,06Y,,06Y
6915,07AL,heliport,"Tac X Stagefield Army Heliport",31,-86,132,NA,US,US-AL,"Fort Rucker/Samson",no,07AL,,07AL
6916,07AR,small_airport,"Morrilton Airport",35,-93,300,NA,US,US-AR,Morrilton,no,07AR,,07AR
6917,07AZ,closed,"John C Lincoln Hospital Heliport",34,-112,1255,NA,US,US-AZ,Phoenix,no,,,
6918,07B,small_airport,"Blue Hill Airport",44,-69,360,NA,US,US-ME,"Blue Hill",no,07B,,07B
6919,07CA,closed,"West Side Hospital Heliport",35,-119,850,NA,US,US-CA,Taft,no,,,
6920,07CL,small_airport,"Richvale Airport",39,-122,100,NA,US,US-CA,Richvale,no,07CL,,07CL
6921,07CO,small_airport,"Comanche Creek Airport",39,-104,6620,NA,US,US-CO,Kiowa,no,07CO,,07CO
6922,07CT,closed,"TNT Heliport",41,-72,430,NA,US,US-CT,Salem,no,,,
6923,07D,closed,"Tackaberry Airport",43,-83,764,NA,US,US-MI,Avoca,no,,,
6924,07FA,small_airport,"Ocean Reef Club Airport",25,-80,8,NA,US,US-FL,"Key Largo",no,07FA,OCA,07FA
6925,07FD,closed,"Flying G Ranch STOLport",30,-83,90,NA,US,US-FL,Lee,no,,,
6926,07FL,closed,"Southwest Florida Regional Medical Center Heliport",27,-82,18,NA,US,US-FL,"Fort Myers",no,,,
6927,07GA,small_airport,"Alcovy Airport",34,-84,750,NA,US,US-GA,Covington,no,07GA,,07GA
6928,07I,seaplane_base,"Lake Monroe Seaplane Base",39,-86,538,NA,US,US-IN,Bloomington,no,07I,,07I
6929,07ID,closed,"Interstate Airport",42,-113,4580,NA,US,US-ID,Malta,no,,,
6930,07II,heliport,"St Vincent Jennings Hospital Heliport",39,-86,740,NA,US,US-IN,"North Vernon",no,07II,,07II
6931,07IN,small_airport,"Gray Airport",40,-86,750,NA,US,US-IN,Boggstown,no,07IN,,07IN
6932,07K,small_airport,"Central City Municipal - Larry Reineke Field",41,-98,1717,NA,US,US-NE,"Central City",no,07K,,07K
6933,07KS,small_airport,"Heape Field",38,-97,1321,NA,US,US-KS,Augusta,no,07KS,,07KS
6934,07KY,small_airport,"Blue Lick Airport",38,-86,532,NA,US,US-KY,Louisville,no,07KY,,07KY
6936,07LS,heliport,"Louisiana State Police Troop F Heliport",33,-92,80,NA,US,US-LA,Monroe,no,07LS,,07LS
6937,07MA,heliport,"West Pond Heliport",42,-71,149,NA,US,US-MA,Plymouth,no,07MA,,07MA
6938,07MD,small_airport,"Baugher's Orchard Airport",40,-77,700,NA,US,US-MD,Westminster,no,07MD,,07MD
6939,07ME,heliport,"Westbrook Heliport",44,-70,250,NA,US,US-ME,Westbrook,no,07ME,,07ME
6940,07MI,small_airport,"Scott Airstrip",44,-85,1065,NA,US,US-MI,Lake,no,07MI,,07MI
6941,07MN,small_airport,"Dairyview Airport",44,-96,1680,NA,US,US-MN,Hadley,no,07MN,,07MN
6942,07MO,small_airport,"Lake Sexton Airport",39,-94,880,NA,US,US-MO,Warrensburg,no,07MO,,07MO
6943,07MT,small_airport,"Glasgow Industrial Airport",48,-107,2762,NA,US,US-MT,Glasgow,no,07MT,,07MT
6944,07N,small_airport,"Bermudian Valley Airpark",40,-77,470,NA,US,US-PA,"Washington Township",no,K07N,,07N
6945,07NC,small_airport,"Hawks Meadow Airport",35,-81,625,NA,US,US-NC,Waxhaw,no,07NC,,07NC
6946,07NH,seaplane_base,"Diving Rock Seaplane Base",43,-72,1404,NA,US,US-NH,Washington,no,07NH,,07NH
6947,07NJ,heliport,"Hackensack UMC Palisades Heliport",41,-74,10,NA,US,US-NJ,"North Bergen",no,07NJ,,07NJ
6948,07NY,heliport,"Mmc Heliport",43,-75,1320,NA,US,US-NY,Monticello,no,07NY,,07NY
6949,07OH,closed,"Tennessee Gas Heliport",40,-82,1025,NA,US,US-OH,Claysville,no,,,
6950,07OK,small_airport,"Pleasant Valley Airport",35,-99,1322,NA,US,US-OK,Snyder,no,07OK,,07OK
6951,07OR,small_airport,"Bruce's Airport",45,-123,250,NA,US,US-OR,Milwaukie,no,07OR,,07OR
6952,07SN,small_airport,"Churchill Airport",40,-99,1965,NA,US,US-KS,Phillipsburg,no,07SN,,07SN
6953,07TA,small_airport,"Salaika Aviation Airport",29,-95,30,NA,US,US-TX,Danbury,no,07TA,,07TA
6954,07TE,small_airport,"Cuddihy Field",28,-98,39,NA,US,US-TX,"Corpus Christi",no,07TE,,07TE
6955,07TN,small_airport,"Corntassel Airport",36,-84,970,NA,US,US-TN,Vonore,no,07TN,,07TN
6956,07TS,small_airport,"Cross-Country Estates Airport",31,-98,690,NA,US,US-TX,Hutto,no,07TS,,07TS
6957,07TX,heliport,"Pecks Heliport",33,-96,660,NA,US,US-TX,Princeton,no,07TX,,07TX
6958,07VA,small_airport,"Alpha Hotel Airport",37,-79,350,NA,US,US-VA,Clover,no,07VA,,07VA
6959,07VT,small_airport,"Meadow STOLport",44,-73,801,NA,US,US-VT,Jericho,no,07VT,,07VT
6960,07WA,heliport,"Multicare Deaconess Hospital Heliport",48,-117,2110,NA,US,US-WA,Spokane,no,07WA,,07WA
6961,07WI,closed,"Bartell Strip",43,-88,990,NA,US,US-WI,"Genessee Depot",no,,,
6962,07XS,heliport,"Allen Ponderosa Heliport",33,-97,840,NA,US,US-TX,Crowley,no,07XS,,07XS
6963,07Y,small_airport,"Hill City-Quadna Mountain Airport",47,-94,1289,NA,US,US-MN,"Hill City",no,07Y,,07Y
6964,08AR,closed,"Crittenden Regional Hospital Heliport",35,-90,206,NA,US,US-AR,"West Memphis",no,,,
6965,08AZ,heliport,"Mesa Police Heliport",33,-112,1240,NA,US,US-AZ,Mesa,no,08AZ,,08AZ
6966,08B,small_airport,"Merrymeeting Field",44,-70,65,NA,US,US-ME,Bowdoinham,no,08B,,08B
6967,08CA,heliport,"PG&E Placerville Service Center Heliport",39,-121,1810,NA,US,US-CA,Placerville,no,08CA,,08CA
6968,08CL,small_airport,"Kistler Ranch Airport",38,-121,1025,NA,US,US-CA,Jamestown,no,08CL,,08CL
6969,08CO,small_airport,"Terra Firma Airport",39,-104,5600,NA,US,US-CO,Rush,no,08CO,,08CO
6970,08CT,seaplane_base,"Seavair's Landing Seaplane Base",42,-73,881,NA,US,US-CT,Winsted,no,08CT,,08CT
6971,08F,small_airport,"City of Coalgate Airport",35,-96,615,NA,US,US-OK,Coalgate,no,08F,,08F
6972,08FA,small_airport,"Duda Airstrip",27,-81,35,NA,US,US-FL,"La Belle",no,08FA,,08FA
6973,08FD,small_airport,"Sunniland Ranch Airport",27,-81,65,NA,US,US-FL,Okeechobee,no,08FD,,08FD
