id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code
7433,0NY6,heliport,"New York State Police Troop E Zone 2 Auburn Heliport",43,-77,600,NA,US,US-NY,Auburn,no,0NY6,,0NY6
7434,0NY7,small_airport,"Murphys Landing Strip",43,-74,940,NA,US,US-NY,Amsterdam,no,0NY7,,0NY7
7435,0NY8,small_airport,"Wenskoski Field",43,-74,800,NA,US,US-NY,Perth,no,0NY8,,0NY8
7436,0O0,seaplane_base,"San Luis Reservoir Seaplane Base",37,-121,544,NA,US,US-CA,"Los Banos",no,0O0,,0O0
7437,0O4,small_airport,"Corning Municipal Airport",40,-122,292,NA,US,US-CA,Corning,no,0O4,,0O4
7438,0O9,small_airport,"Ward Field",42,-124,356,NA,US,US-CA,Gasquet,no,0O9,,0O9
7439,0OH1,heliport,"Cirino Heliport",41,-81,1250,NA,US,US-OH,"Chagrin Falls",no,0OH1,,0OH1
7440,0OH2,closed,"Jenkins Field",40,-84,1080,NA,US,US-OH,"North Hampton",no,,,
7441,0OH3,heliport,"Hamilton County Sheriff's Patrol Heliport",39,-85,865,NA,US,US-OH,"Forest Park",no,0OH3,,0OH3
7442,0OH6,small_airport,"Fry Field",40,-84,775,NA,US,US-OH,"Spring Valley",no,0OH6,,0OH6
7443,0OH7,small_airport,"Apple Airport",40,-84,1000,NA,US,US-OH,Piqua,no,0OH7,,0OH7
7444,0OH8,small_airport,"Fry Airport",40,-84,900,NA,US,US-OH,Piqua,no,0OH8,,0OH8
7445,0OH9,closed,"Parknavy Airport",40,-83,943,NA,US,US-OH,"Plain City",no,,,
7446,0OI0,heliport,"Foltz Heliport",41,-81,1012,NA,US,US-OH,"East Canton",no,0OI0,,0OI0
7447,0OI1,closed,"Autolite Heliport",41,-83,759,NA,US,US-OH,Fostoria,no,,,
7448,0OI2,small_airport,"Unger Field",39,-83,940,NA,US,US-OH,Greenfield,no,0OI2,,0OI2
7449,0OI3,small_airport,"Galloway Airport",41,-83,643,NA,US,US-OH,Sandusky,no,0OI3,,0OI3
7450,0OI4,closed,"Salt Box Airport",41,-81,1250,NA,US,US-OH,Hiram,no,,,
7451,0OI6,small_airport,"Victor's Landing Airport",42,-81,860,NA,US,US-OH,Kingsville,no,0OI6,,0OI6
7452,0OI9,small_airport,"Hidden Quarry Airport",39,-83,830,NA,US,US-OH,Lucasville,no,0OI9,,0OI9
7453,0OK0,closed,"Edmond Airport",36,-97,1169,NA,US,US-OK,Edmond,no,,,
7454,0OK1,small_airport,"Mckey Airport",35,-97,1056,NA,US,US-OK,"Elmore City",no,0OK1,,0OK1
7455,0OK2,closed,"Parkview Hospital Heliport",36,-98,1349,NA,US,US-OK,"El Reno",no,,,
7456,0OK3,small_airport,"McKinley Ranch Airport",36,-99,1420,NA,US,US-OK,Geary,no,0OK3,,0OK3
7457,0OK4,small_airport,"Rock Creek Farm Airport",35,-96,730,NA,US,US-OK,"Coal Gate",no,0OK4,,0OK4
7458,0OK5,small_airport,"Chappell Airport",36,-97,1070,NA,US,US-OK,Guthrie,no,0OK5,,0OK5
7459,0OK6,small_airport,"Ellis/Harvey Airport",36,-97,1220,NA,US,US-OK,Guthrie,no,0OK6,,0OK6
7460,0OK7,heliport,"Shattuck Hospital Heliport",36,-100,2200,NA,US,US-OK,Shattuck,no,0OK7,,0OK7
7461,0OK8,closed,"Cade's Airport",36,-98,1140,NA,US,US-OK,Covington,no,,,
7462,0OK9,small_airport,"Crystal Airport",36,-97,1016,NA,US,US-OK,Jennings,no,0OK9,,0OK9
7463,0OR0,heliport,"Providence Hospital Heliport",42,-123,1350,NA,US,US-OR,Medford,no,0OR0,,0OR0
7465,0OR2,heliport,"Hendershots Heliport",42,-123,1200,NA,US,US-OR,Merlin,no,0OR2,,0OR2
7466,0OR3,small_airport,"Long Ranch Airport",42,-122,4090,NA,US,US-OR,Merrill,no,0OR3,,0OR3
7467,0OR4,heliport,"Round Butte Heliport",45,-121,2125,NA,US,US-OR,Metolius,no,0OR4,,0OR4
7468,0OR5,closed,"East Oregon Cattle Company Airport",43,-123,1345,NA,US,US-OR,"Eagle Point",no,,,
7469,0OR6,small_airport,"Rome Service Airport",43,-118,3387,NA,US,US-OR,"Jordan Valley",no,0OR6,,0OR6
7470,0OR7,small_airport,"Marr Field",45,-123,275,NA,US,US-OR,Monmouth,no,0OR7,,0OR7
7471,0OR8,small_airport,"Sutton on Rogue Airport",42,-123,1260,NA,US,US-OR,"White City",no,0OR8,,0OR8
7472,0OR9,small_airport,"Hanel Field",46,-122,1626,NA,US,US-OR,"Mount Hood",no,0OR9,,0OR9
7473,0P0,closed,"Valley Forge Bicentennial Heliport",40,-75,260,NA,US,US-PA,Norristown,no,,,
7474,0P1,small_airport,"Van Pak Airport",40,-100,2213,NA,US,US-KS,"Prairie View",no,0P1,,0P1
7475,0P2,small_airport,"Shoestring Aviation Airfield",40,-77,1000,NA,US,US-PA,Stewartstown,no,K0P2,,0P2
7476,0PA0,small_airport,"Philadelphia Gliderport",40,-75,670,NA,US,US-PA,Hilltown,no,3PA2,,3PA2
7477,0PA1,heliport,"Phoenix Technologies Heliport",40,-75,252,NA,US,US-PA,Norristown,no,0PA1,,0PA1
7478,0PA2,small_airport,"Haunstein Ultralightport",40,-77,600,NA,US,US-PA,"Shermans Dale",no,0PA2,,0PA2
7479,0PA3,small_airport,"Robbins Farm Airport",42,-77,1207,NA,US,US-PA,Troy,no,0PA3,,0PA3
7480,0PA4,small_airport,"Ecko Field",40,-77,380,NA,US,US-PA,Hummelstown,no,0PA4,,0PA4
7481,0PA5,small_airport,"Fisher Airport",41,-80,1500,NA,US,US-PA,Franklin,no,0PA5,,0PA5
7482,0PA6,small_airport,"Hostetler Airport",41,-78,760,NA,US,US-PA,Huntingdon,no,0PA6,,0PA6
7483,0PA7,closed,"Linvill Airport",40,-75,180,NA,US,US-PA,Media,no,,,
7484,0PA8,heliport,"Geisinger Community Medical Center Heliport",41,-76,508,NA,US,US-PA,Scranton,no,0PA8,,0PA8
7485,0PA9,heliport,"Carson Heliport",40,-75,415,NA,US,US-PA,Perkasie,no,0PA9,,0PA9
7486,0PN0,small_airport,"Fletcher Airport",41,-80,1335,NA,US,US-PA,Hadley,no,0PN0,,0PN0
7487,0PN1,seaplane_base,"Pete's Water Landing Seaplane Base",41,-80,757,NA,US,US-PA,Freeport,no,0PN1,,0PN1
7488,0PN2,small_airport,"Flying Acres Airport",41,-80,1247,NA,US,US-PA,"Slippery Rock",no,0PN2,,0PN2
7489,0PN3,heliport,"Wyeth-Ayerst Nr Heliport",40,-75,186,NA,US,US-PA,Collegeville,no,0PN3,,0PN3
7490,0PN4,small_airport,"Kitner Airport",40,-77,960,NA,US,US-PA,"New Bloomfield",no,0PN4,,0PN4
7491,0PN5,small_airport,"Nichols Airport",42,-80,1761,NA,US,US-PA,Spartansburg,no,0PN5,,0PN5
7492,0PN6,small_airport,"Memmi Airport",40,-78,1138,NA,US,US-PA,"Three Springs",no,0PN6,,0PN6
7493,0PN7,small_airport,"Drillmore Acres Airport",40,-78,680,NA,US,US-PA,Newburg,no,0PN7,,0PN7
7494,0PN8,small_airport,"Shriver Airport",42,-80,1560,NA,US,US-PA,Titusville,no,0PN8,,0PN8
7495,0PN9,closed,"Paul Personal Use Airport",42,-80,1645,NA,US,US-PA,Titusville,no,,,
7496,0PS0,small_airport,"Frederick Airpark",41,-79,1560,NA,US,US-PA,Tylersburg,no,0PS0,,0PS0
7497,0PS1,heliport,"Mc Crory Stores Heliport",40,-77,420,NA,US,US-PA,York,no,0PS1,,0PS1
7498,0PS2,closed,"Marian Heliport",41,-76,1285,NA,US,US-PA,Weatherly,no,,,
7499,0PS3,small_airport,"Carsonville Airport",40,-77,800,NA,US,US-PA,Carsonville,no,0PS3,,0PS3
7500,0PS4,small_airport,"Old Orchard Airport",41,-79,1980,NA,US,US-PA,Curwensville,no,0PS4,,0PS4
7501,0PS5,heliport,"Used Parts Heliport",41,-75,660,NA,US,US-PA,"East Bangor",no,0PS5,,0PS5
7502,0PS6,heliport,"Herbst Heliport",40,-77,485,NA,US,US-PA,"East Prospect",no,0PS6,,0PS6
7503,0PS7,small_airport,"Harman Airport",41,-77,720,NA,US,US-PA,Elizabethville,no,0PS7,,0PS7
7504,0PS8,heliport,"Bayfront Garage Heliport",42,-80,1130,NA,US,US-PA,Erie,no,0PS8,,0PS8
7505,0PS9,heliport,"Jefferson Health Bucks County Campus Heliport",40,-75,141,NA,US,US-PA,"Fairless Hills",no,0PS9,,0PS9
7506,0Q3,small_airport,"Sonoma Valley Airport",38,-122,10,NA,US,US-CA,Schellville/Sonoma,no,0Q3,,0Q3
7507,0Q4,small_airport,"Selma Airport",37,-120,305,NA,US,US-CA,Selma,no,0Q4,,0Q4
7508,0Q6,closed,"Shingletown Airport",41,-122,3880,NA,US,US-CA,Shingletown,no,,,
7509,0Q9,small_airport,"Sonoma Skypark Airport",38,-122,20,NA,US,US-CA,Sonoma,no,0Q9,,0Q9
7510,0R2,small_airport,"Lincoln Municipal Airport",38,-93,940,NA,US,US-MO,Lincoln,no,0R2,,0R2
7511,0R7,small_airport,"The Red River Airport",32,-93,177,NA,US,US-LA,Coushatta,no,0R7,,0R7
7512,0R9,small_airport,"Plainville Airpark",39,-99,2182,NA,US,US-KS,Plainville,no,,,0R9
7513,0S1,small_airport,"Meadow Creek USFS Airport",48,-113,3984,NA,US,US-MT,"Hungry Horse",no,,,0S1
7514,0S2,closed,"Stockton Municipal Airport",39,-99,1973,NA,US,US-KS,Stockton,no,,,
7515,0S5,small_airport,"Nez Perce Municipal Airport",46,-116,3201,NA,US,US-ID,"Nez Perce",no,0S5,,0S5
7516,0SD0,small_airport,"Lenling Airport",45,-101,2142,NA,US,US-SD,Glencross,no,0SD0,,0SD0
7517,0SD1,small_airport,"Lodi Airport",43,-97,1200,NA,US,US-SD,Wakonda,no,0SD1,,0SD1
7518,0SD2,heliport,"Prairie Lakes West Heliport",45,-97,1799,NA,US,US-SD,Watertown,no,0SD2,,0SD2
7519,0SD3,small_airport,"Bledsoe Ranch Airport",45,-103,2872,NA,US,US-SD,Hoover,no,0SD3,,0SD3
7520,0SD4,heliport,"Brookview Manor Heliport",44,-97,1670,NA,US,US-SD,Brookings,no,0SD4,,0SD4
7521,0SD5,heliport,"The Fort Heliport",44,-104,5800,NA,US,US-SD,Custer,no,0SD5,,0SD5
7522,0SD6,small_airport,"Oasis Ranch Airport",44,-102,2580,NA,US,US-SD,Philip,no,0SD6,,0SD6
7523,0SD7,small_airport,"Porch Ranch Airport",44,-102,2775,NA,US,US-SD,Wanblee,no,0SD7,,0SD7
7524,0SD8,small_airport,"Juhnke Airport",44,-100,1900,NA,US,US-SD,Vivian,no,0SD8,,0SD8
7525,0SD9,heliport,"Crazy Horse Heliport",44,-104,5900,NA,US,US-SD,Custer,no,0SD9,,0SD9
7526,0T3,closed,"Ira Biffle Airfield",37,-90,421,NA,US,US-MO,"Marble Hill",no,,,
7527,0T7,closed,"Kittyhawk Airport",33,-97,700,NA,US,US-TX,Allen,no,,,
7528,0TA0,heliport,"HCA Houston Healthcare Mainland Heliport",29,-95,16,NA,US,US-TX,"Texas City",no,0TA0,,0TA0
7529,0TA1,closed,"Buddy Harmel Airport",34,-102,3552,NA,US,US-TX,Halfway,no,,,
7530,0TA2,small_airport,"Smith Farms Airport",34,-102,3487,NA,US,US-TX,Halfway,no,0TA2,,0TA2
7531,0TA3,closed,"Tate Ranch Airport",30,-102,2650,NA,US,US-TX,Dryden,no,,,
7532,0TA4,small_airport,"Erco Field",32,-96,395,NA,US,US-TX,Kaufman,no,0TA4,,0TA4
